"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"68","Constellation Brands Reports Revised Wine And Spirits Deal With E. & J. Gallo Related To FTC Review","neutral",0.3,0.7,23342,"CONSTELLATION BRANDS INC",7,"the news reports a revised deal between constellation brands and e. & j. gallo due to an ftc review, which is an update on regulatory compliance rather than a clear positive or negative development.",143,76,1,"2019-12-12",69796,-1.00759929046035,1.26258656382561,3.35392090625446,5.25057173380874,0.381364324130118,0.193077086246896,-1.10536285668219
"69","Constellation Brands Says Equity Losses From Canopy Growth of $75.7M Will be Recognized in the Quarter Ending August 31","negative",0.8,0.9,40872,"CONSTELLATION BRANDS INC",7,"the news indicates that constellation brands will recognize significant equity losses of $75.7 million from canopy growth, which is generally perceived as a negative financial impact.",150,69,0,"2019-08-26",69796,1.97975318878889,-2.09938753396273,2.91938500750755,2.83540283815324,-1.56203964725137,-2.139517653053,-1.96068816490795
"70","Constellation Brands Sees FY20 Comparable EPS $8.50-$8.80","negative",0.5,0.85,17608,"CONSTELLATION BRANDS INC",7,"the news is negative because stonecastle financial's q1 eps and sales both missed the estimates, indicating underperformance.",157,58,0,"2019-04-04",69796,6.54460117220879,0.966312922537327,-0.146251641715378,3.83912578502661,1.68637633323669,1.18250246220464,2.48673963136987
"71","Constellation Brands Sells Black Velvet Whisky Brand","neutral",0.3,0.7,13920,"CONSTELLATION BRANDS INC",7,"the news about constellation brands selling the black velvet whisky brand is neutral as it does not inherently indicate a positive or negative impact on the company without additional context.",131,68,1,"2019-08-13",69796,1.80263947695494,-1.6129843890667,3.02752604600969,0.844656475470607,-0.180268276017159,0.27942077646228,2.99744870125889
"72","Constellation Brands To Reposition Its Wine, Spirits Business: Signs Deal With E. & J. Gallo Winery To Divest ~30 Brands From Wine, Spirits Portfolio","negative",0.65,0.8,39032,"CONSTELLATION BRANDS INC",7,"the news is negative because yum brands shares are trading lower after the company reported worse-than-expected q1 sales.",138,58,0,"2019-04-03",69796,1.68637633323669,6.54460117220879,5.79331238868943,6.61695072503925,-0.495517579838633,0.787089998674273,2.4405836267243
"73","Constellation Brands Trades Higher On Q1 Earnings","positive",0.8,0.9,8268,"CONSTELLATION BRANDS INC",7,"the news indicates that constellation brands' stock is trading higher following their q1 earnings report, which suggests a positive market reaction to their financial performance.",131,66,2,"2019-06-28",69796,4.6384334564209,-0.431606639176607,1.60455143133489,0.837815489865479,1.72413922846317,2.34367209072543,3.83427806355232
"74","Constellation Brands Trades Lower On Q2 Earnings, Expects Wine And Spirit Losses In 2020","negative",0.8,0.9,10149,"CONSTELLATION BRANDS INC",7,"the news indicates that constellation brands is trading lower due to q2 earnings and expects losses in its wine and spirit segment in 2020, which is generally perceived as negative for the company's financial health.",143,77,0,"2019-10-03",69796,-6.05928674340248,-0.267676846124232,-0.797893480397471,1.55976462277914,-1.25113902613521,-0.236397844485325,0.383491908282774
"75","Constellation Brands shares are trading higher after the company reported better-than-expected Q4 EPS and sales; the company also provided FY20 EPS guidance of $8.50-$8.80.","positive",0.75,0.85,17592,"CONSTELLATION BRANDS INC",7,"the news reports a strong q1 eps of $1.76 and significant operating sales of $377.702m, indicating good financial performance.",136,64,2,"2019-04-04",69796,6.54460117220879,0.966312922537327,-0.146251641715378,3.83912578502661,1.68637633323669,1.18250246220464,2.48673963136987
"76","Constellation Brands shares are trading higher. Not seeing any news to justify the price action.","neutral",0.25,0.75,34572,"CONSTELLATION BRANDS INC",7,"the news does not provide any specific information or events to justify the price action, making it neutral.",139,55,1,"2019-11-19",69796,3.4707572311163,2.70777717232704,1.71308048242442,1.84017808353942,-2.649593539536,-4.35852645817413,-4.95625004749249
"77","Constellation Brands shares are trading lower after Morgan Stanley downgraded the stock from Overweight to Equal-Weight and lowered the price target from $230 to $220.","negative",0.75,0.9,44192,"CONSTELLATION BRANDS INC",7,"the news is negative because a downgrade from morgan stanley and a lowered price target typically indicate reduced confidence in the stock's future performance.",155,61,0,"2019-05-24",69796,-3.65162380039692,-2.2347429767251,-10.7962541157775,-3.38231652996571,0.604969263076782,0.590247183115467,1.5562687502807
"78","Constellation Brands shares are trading lower after the company reported Q2 sales in-line with analyst estimates. Investors could have expected better earnings results.","negative",0.6,0.8,10165,"CONSTELLATION BRANDS INC",7,"the news is negative because constellation brands shares are trading lower after the company reported q2 sales in-line with analyst estimates, indicating that investors were disappointed with the earnings results.",149,71,0,"2019-10-03",69796,-6.05928674340248,-0.267676846124232,-0.797893480397471,1.55976462277914,-1.25113902613521,-0.236397844485325,0.383491908282774
"79","Constellation Brands shares trading higher after the company reported better-than-expected Q1 EPS and sales results and issued FY20 EPS guidance above analyst estimates.","positive",0.8,0.9,8252,"CONSTELLATION BRANDS INC",7,"the news is positive because constellation brands reported better-than-expected q1 eps and sales results and issued fy20 eps guidance above analyst estimates, which typically indicates strong financial performance and future prospects.",151,75,2,"2019-06-28",69796,4.6384334564209,-0.431606639176607,1.60455143133489,0.837815489865479,1.72413922846317,2.34367209072543,3.83427806355232
"80","Craft Brewer Kings & Convicts Brewing Co. to Acquire Ballast Point; Terms Not Disclosed","neutral",0.3,0.7,8718,"CONSTELLATION BRANDS INC",7,"the news about kings & convicts brewing co. acquiring ballast point does not provide enough information to determine a direct positive or negative impact on constellation brands inc., as the terms of the deal are not disclosed.",141,80,1,"2019-12-03",69796,-0.854469183832407,-0.108413572888821,-1.92965079804106,-0.742593243186862,0.010751517402241,0.177659124824903,1.09747057186493
"81","Credit Suisse Initiates Coverage On Constellation Brands with Outperform Rating, Announces $230 Price Target","positive",0.8,0.9,16785,"CONSTELLATION BRANDS INC",7,"the news is positive because credit suisse has initiated coverage with an 'outperform' rating and a price target of $230, indicating strong confidence in the company's future performance.",142,69,2,"2019-03-07",69796,0.951464474201202,-0.864946842193604,1.77165429612753,1.0439036604138,-0.841944012790918,-2.67831403211711,-3.41980043845447
"82","Credit Suisse Initiates Coverage On Molson Coors Brewing with Underperform Rating, Announces $50 Price Target","negative",0.8,0.9,26940,"MOLSON COORS BEVERAGE CO",7,"the 'underperform' rating from credit suisse suggests a negative outlook on molson coors beverage co.'s stock performance, which is generally perceived as unfavorable by investors.",147,69,0,"2019-06-10",59248,-3.91433984041214,-0.200951052829623,-1.97296632350312,1.31530405054399,-1.28226978704333,-0.783693783576844,-1.74197711921997
"83","Credit Suisse Maintains Neutral on McCormick & Co, Raises Price Target to $160","neutral",0.35,0.8,25245,"MCCORMICK & CO INC",7,"the news is neutral because while credit suisse maintains a neutral rating, the price target has been raised, indicating mixed signals.",140,63,1,"2019-10-02",52090,-1.3237445615232,1.58431492745876,1.34839861843221,-2.28771965104355,6.81381523609161,6.47320997111138,3.9539167387822
"84","Credit Suisse Maintains Outperform on Constellation Brands, Lowers Price Target to $228","neutral",0.3,0.7,4333,"CONSTELLATION BRANDS INC",7,"the news is neutral because while credit suisse maintains an 'outperform' rating, which is positive, the lowering of the price target to $228 introduces a negative aspect, balancing the overall sentiment.",141,74,1,"2019-10-04",69796,-0.267676846124232,-2.58077830076218,-0.340664632423415,1.69298987283157,-6.05928674340248,-7.23461566838555,-6.28136056463522
"85","Credit Suisse Maintains Outperform on Constellation Brands, Raises Price Target to $233","positive",0.8,0.9,15742,"CONSTELLATION BRANDS INC",7,"the news is positive because credit suisse has maintained an 'outperform' rating and raised the price target for constellation brands, indicating confidence in the company's future performance.",140,69,2,"2019-12-13",69796,1.26258656382561,0.455894693732262,3.75700128318688,3.46588912217889,-1.00759929046035,-0.630077590554234,-0.816467647564512
"86","Credit Suisse Maintains Outperform on Heico, Raises Price Target to $163","positive",0.8,0.9,16224,"HEICO CORP NEW",7,"the news is positive because credit suisse has maintained an 'outperform' rating and raised the price target for heico, indicating confidence in the company's future performance.",136,67,2,"2019-08-29",32678,1.52337402105331,-0.877011846750975,-2.1171610326653,-13.9157230834665,-0.92350896447897,-0.36041323233228,1.33934443814161
"87","DA Davidson On Greif Also Notes 'Our stance is that cyclicals should be bought when they are out of favor, and the Caraustar deal actually de-risks Greif by lowering the emphasis on RIPS (which is highly international) and increasing exposure to NA Paper'","positive",0.8,0.9,39304,"GREIF INC",7,"the news is positive as it suggests that the caraustar deal reduces risk for greif by shifting focus from international to north american paper, which is seen as a favorable move.",172,71,2,"2019-08-30",83233,-3.90497073531151,-4.85933274030685,4.12049109248169,12.6456443052764,13.234381377697,15.7761621077359,13.9390161837226
"88","DA Davidson Reiterates Buy, $53 Target On Greif As Firm Believes 'shares are undervalued (they are not alone), because packaging names in general are out of favor and GEF has the added burden of mixed reactions to the Caraustar deal'","positive",0.6,0.8,39320,"GREIF INC",7,"the news is positive because da davidson reiterates a 'buy' rating and sets a target price of $53, indicating confidence in the stock's potential despite current undervaluation and mixed reactions to the caraustar deal.",170,80,2,"2019-08-30",83233,-3.90497073531151,-4.85933274030685,4.12049109248169,12.6456443052764,13.234381377697,15.7761621077359,13.9390161837226
"89","Deutsche Bank Downgrades Constellation Brands to Hold","positive",0.6,0.8,27896,"CONSTELLATION BRANDS INC",7,"the news is positive because the stock upgrade from reduce to hold by gordon haskett indicates improved sentiment towards w.w. grainger, which is reflected in the higher trading shares.",143,71,2,"2019-04-05",69796,0.966312922537327,-0.496640801429748,-1.43300784680158,6.29074179058609,6.54460117220879,8.34134411071834,7.80449370441627
"90","Deutsche Bank Downgrades Molson Coors Brewing to Hold","negative",0.8,0.9,23652,"MOLSON COORS BEVERAGE CO",7,"the downgrade from deutsche bank to 'hold' suggests a less favorable outlook on molson coors beverage co., which is generally perceived as negative news for the company.",139,68,0,"2019-02-13",59248,0.827845372259617,0.26809626724571,4.02145034588457,3.31769369029888,-9.44002717733383,-8.85433234506323,-9.73006090075048
"91","Deutsche Bank Maintains Buy on Bio-Rad Laboratories, Inc. Class A Common Stock, Raises Price Target to $375","positive",0.8,0.9,12560,"BIO RAD LABORATORIES INC",7,"the news is positive because deutsche bank maintained a 'buy' rating and raised the price target for bio-rad laboratories, indicating confidence in the company's future performance.",149,67,2,"2019-05-09",61516,4.30676490068436,0.588465901091695,-3.23977896676865,-4.95344241543361,-0.396383041515946,-3.1962057728983,-3.84290309152185
"92","Deutsche Bank Maintains Buy on Bio-Rad Laboratories, Raises Price Target to $350","positive",0.8,0.9,7481,"BIO RAD LABORATORIES INC",7,"the news is positive because deutsche bank has maintained a 'buy' rating and raised the price target for bio-rad laboratories, indicating confidence in the company's future performance.",142,68,2,"2019-03-01",61516,17.1687006950378,-1.45552912726998,-4.26893221522118,-2.23055874229512,-1.12777706235647,-0.72195596038086,-1.56965600344678
"93","Deutsche Bank Maintains Hold on Constellation Brands, Lowers Price Target to $196","negative",0.6,0.8,15726,"CONSTELLATION BRANDS INC",7,"the news is negative because deutsche bank lowered the price target for constellation brands, indicating a less favorable outlook.",141,62,0,"2019-12-13",69796,1.26258656382561,0.455894693732262,3.75700128318688,3.46588912217889,-1.00759929046035,-0.630077590554234,-0.816467647564512
"94","Deutsche Bank Reinstates Hold on McCormick & Co, Announces $163 Price Target","neutral",0.35,0.8,22782,"MCCORMICK & CO INC",7,"the news is neutral because a 'hold' rating suggests neither a strong buy nor a strong sell recommendation, indicating a balanced outlook on the stock.",141,64,1,"2019-12-12",52090,-2.45531052350998,0.624770671129227,1.11137254451081,3.23801463169453,-0.414336333051324,-1.20991753461305,-0.779121779313752
